,pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
10,cb281a7f-016e-4dce-9441-acbb130bdf68,29,7,"[UUID('cb281a7f-016e-4dce-9441-acbb130bdf68'), UUID('160edd97-8cff-44cf-9233-0dd02e2cd3ae'), UUID('b2c9093c-4c98-4f04-9721-e76b23d91737'), UUID('a8f06985-b947-44ee-a7ec-c246b882045a'), UUID('eba72c2e-9733-45ad-a138-d0d39b701e3c'), UUID('d509e51a-4806-407d-b207-dae5342c67ea'), UUID('68e2c986-6ac6-4c23-815b-199eb1b1520d')]",False,False,0,78A,5,0,0,cardinal_only
11,659ec61b-45fb-4935-a7c8-a7dce85fb257,28,7,"[UUID('7de06e84-082d-471b-bbcf-9dc6222da27f'), UUID('59103cfb-a46a-432c-aa92-701cac7adf9e'), UUID('659ec61b-45fb-4935-a7c8-a7dce85fb257'), UUID('9ed68fa3-cc11-4b82-8be1-1b5093ac5a8e'), UUID('b7b3af8d-aaf8-4589-907e-d222e48948b0'), UUID('b5a51f5d-4ac0-4ab1-a514-1260798b1809'), UUID('733f741b-a2e0-489e-8038-c27a21d9350a')]",True,False,1,83B,5,0,0,cardinal_only
12,160edd97-8cff-44cf-9233-0dd02e2cd3ae,26,7,"[UUID('cb281a7f-016e-4dce-9441-acbb130bdf68'), UUID('160edd97-8cff-44cf-9233-0dd02e2cd3ae'), UUID('b2c9093c-4c98-4f04-9721-e76b23d91737'), UUID('a8f06985-b947-44ee-a7ec-c246b882045a'), UUID('eba72c2e-9733-45ad-a138-d0d39b701e3c'), UUID('d509e51a-4806-407d-b207-dae5342c67ea'), UUID('68e2c986-6ac6-4c23-815b-199eb1b1520d')]",False,False,0,78B,5,0,0,cardinal_only
13,7de06e84-082d-471b-bbcf-9dc6222da27f,25,7,"[UUID('7de06e84-082d-471b-bbcf-9dc6222da27f'), UUID('59103cfb-a46a-432c-aa92-701cac7adf9e'), UUID('659ec61b-45fb-4935-a7c8-a7dce85fb257'), UUID('9ed68fa3-cc11-4b82-8be1-1b5093ac5a8e'), UUID('b7b3af8d-aaf8-4589-907e-d222e48948b0'), UUID('b5a51f5d-4ac0-4ab1-a514-1260798b1809'), UUID('733f741b-a2e0-489e-8038-c27a21d9350a')]",True,False,1,83C,5,0,0,cardinal_only
14,1e5270ed-1a6c-4638-b549-062560dae3d3,47,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",False,True,1,76A,2,1,1,full_block
15,79018a5c-01cd-4f13-8eb3-3429590b3d42,42,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",True,False,1,76B,5,0,0,cardinal_only
16,83847cb0-845d-4826-a295-45663069cfd2,38,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",True,False,1,76C,5,0,0,cardinal_only
17,b69d01a6-aefe-4085-b995-5560e51996d2,36,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",False,False,0,75C,5,0,0,cardinal_only
18,b8113491-8a7c-4775-8386-0b167b2e496e,33,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",False,True,1,75A,2,1,1,full_block
19,34d2cf77-290e-4089-be06-6352bcea7ba1,30,6,"[UUID('1e5270ed-1a6c-4638-b549-062560dae3d3'), UUID('79018a5c-01cd-4f13-8eb3-3429590b3d42'), UUID('34d2cf77-290e-4089-be06-6352bcea7ba1'), UUID('83847cb0-845d-4826-a295-45663069cfd2'), UUID('b69d01a6-aefe-4085-b995-5560e51996d2'), UUID('b8113491-8a7c-4775-8386-0b167b2e496e')]",True,False,1,75B,5,0,0,cardinal_only
20,e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d,41,5,"[UUID('e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d'), UUID('ea24acc1-bbd0-4fe3-be00-4cb900cf126f'), UUID('06d6a8ac-8430-4f20-8d1c-db6e230a7e77'), UUID('bde4a6f7-b099-4c75-a8c2-03b2226a4995'), UUID('f9eadb6c-3f9e-4669-9abd-7b9253caf839')]",False,False,0,73B,5,0,0,cardinal_only
21,ea24acc1-bbd0-4fe3-be00-4cb900cf126f,38,5,"[UUID('e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d'), UUID('ea24acc1-bbd0-4fe3-be00-4cb900cf126f'), UUID('06d6a8ac-8430-4f20-8d1c-db6e230a7e77'), UUID('bde4a6f7-b099-4c75-a8c2-03b2226a4995'), UUID('f9eadb6c-3f9e-4669-9abd-7b9253caf839')]",False,False,0,73C,5,0,0,cardinal_only
22,06d6a8ac-8430-4f20-8d1c-db6e230a7e77,31,5,"[UUID('e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d'), UUID('ea24acc1-bbd0-4fe3-be00-4cb900cf126f'), UUID('06d6a8ac-8430-4f20-8d1c-db6e230a7e77'), UUID('bde4a6f7-b099-4c75-a8c2-03b2226a4995'), UUID('f9eadb6c-3f9e-4669-9abd-7b9253caf839')]",False,False,0,72A,5,0,0,cardinal_only
23,bde4a6f7-b099-4c75-a8c2-03b2226a4995,23,5,"[UUID('e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d'), UUID('ea24acc1-bbd0-4fe3-be00-4cb900cf126f'), UUID('06d6a8ac-8430-4f20-8d1c-db6e230a7e77'), UUID('bde4a6f7-b099-4c75-a8c2-03b2226a4995'), UUID('f9eadb6c-3f9e-4669-9abd-7b9253caf839')]",False,False,0,72B,5,0,0,cardinal_only
24,f9eadb6c-3f9e-4669-9abd-7b9253caf839,0,5,"[UUID('e7fd1da0-4b1f-4ce9-b641-3e23c80b3f6d'), UUID('ea24acc1-bbd0-4fe3-be00-4cb900cf126f'), UUID('06d6a8ac-8430-4f20-8d1c-db6e230a7e77'), UUID('bde4a6f7-b099-4c75-a8c2-03b2226a4995'), UUID('f9eadb6c-3f9e-4669-9abd-7b9253caf839')]",True,True,2,73A,2,1,1,full_block
25,b1b8f47e-1d53-41d0-aa15-447d3ffc4589,59,4,"[UUID('528d512d-2af2-4dd3-9929-c24520311050'), UUID('b1b8f47e-1d53-41d0-aa15-447d3ffc4589'), UUID('2b3b82be-b574-47c7-89ae-8ab5313787f3'), UUID('8f03b0b5-b363-4e90-bdbe-d734a6e02922')]",False,False,0,72C,5,0,0,cardinal_only
26,1d9440b9-211e-4738-acd1-a8fb26bfc07d,54,4,"[UUID('e799f71f-200d-401d-a410-54d104c7ec0a'), UUID('d2a5860d-a00e-438c-8c99-877ae16bd5ef'), UUID('c7f8ab66-6c11-4468-99bd-96b37630e91a'), UUID('1d9440b9-211e-4738-acd1-a8fb26bfc07d')]",False,False,0,68A,5,0,0,cardinal_only
27,0c3f4070-47ae-46ee-866e-17920944248d,53,4,"[UUID('b842d533-b20f-462f-87f8-205ea29d372f'), UUID('71a580f8-fff9-492d-bb03-59010d592c31'), UUID('0c3f4070-47ae-46ee-866e-17920944248d'), UUID('b68aba0b-f3e9-478c-8a01-a79254fb72d5')]",False,False,0,67B,5,0,0,cardinal_only
28,8d35f607-b593-464d-b1ed-bb7b9465479d,52,4,"[UUID('f4b1d0b0-2438-458a-bc6b-812ed54990fc'), UUID('90bfec97-2548-446c-aec5-78b1556a94c1'), UUID('8d35f607-b593-464d-b1ed-bb7b9465479d'), UUID('72f4b7be-a186-4c46-ad14-d17a6a457c7b')]",False,False,0,66A,5,0,0,cardinal_only
29,f63ec0b0-d221-46bf-90f5-a84c198059dc,44,4,"[UUID('2a73218b-c189-4c29-82f9-d33ef7e66cc6'), UUID('49b7e787-0162-4e3c-861b-ffb6a66f7146'), UUID('f63ec0b0-d221-46bf-90f5-a84c198059dc'), UUID('f1aaf499-8598-44f0-9713-e2ccc3f54dea')]",False,False,0,63B,5,0,0,cardinal_only
30,ab06464e-edb7-4aad-bad7-db18ec24a13e,41,4,"[UUID('ab06464e-edb7-4aad-bad7-db18ec24a13e'), UUID('451b1783-612a-4166-ab16-e52f7f12824a'), UUID('5f143751-d332-440b-97dd-9a2f20acac26'), UUID('b0511a92-8e3f-4bc3-a421-252f8122d28a')]",False,False,0,62C,5,0,0,cardinal_only
31,528d512d-2af2-4dd3-9929-c24520311050,40,4,"[UUID('528d512d-2af2-4dd3-9929-c24520311050'), UUID('b1b8f47e-1d53-41d0-aa15-447d3ffc4589'), UUID('2b3b82be-b574-47c7-89ae-8ab5313787f3'), UUID('8f03b0b5-b363-4e90-bdbe-d734a6e02922')]",False,False,0,71A,5,0,0,cardinal_only
32,f1aaf499-8598-44f0-9713-e2ccc3f54dea,39,4,"[UUID('2a73218b-c189-4c29-82f9-d33ef7e66cc6'), UUID('49b7e787-0162-4e3c-861b-ffb6a66f7146'), UUID('f63ec0b0-d221-46bf-90f5-a84c198059dc'), UUID('f1aaf499-8598-44f0-9713-e2ccc3f54dea')]",False,True,1,64C,2,1,1,full_block
33,8f03b0b5-b363-4e90-bdbe-d734a6e02922,39,4,"[UUID('528d512d-2af2-4dd3-9929-c24520311050'), UUID('b1b8f47e-1d53-41d0-aa15-447d3ffc4589'), UUID('2b3b82be-b574-47c7-89ae-8ab5313787f3'), UUID('8f03b0b5-b363-4e90-bdbe-d734a6e02922')]",False,False,0,71B,5,0,0,cardinal_only
34,49b7e787-0162-4e3c-861b-ffb6a66f7146,38,4,"[UUID('2a73218b-c189-4c29-82f9-d33ef7e66cc6'), UUID('49b7e787-0162-4e3c-861b-ffb6a66f7146'), UUID('f63ec0b0-d221-46bf-90f5-a84c198059dc'), UUID('f1aaf499-8598-44f0-9713-e2ccc3f54dea')]",False,False,0,63C,5,0,0,cardinal_only
35,b68aba0b-f3e9-478c-8a01-a79254fb72d5,37,4,"[UUID('b842d533-b20f-462f-87f8-205ea29d372f'), UUID('71a580f8-fff9-492d-bb03-59010d592c31'), UUID('0c3f4070-47ae-46ee-866e-17920944248d'), UUID('b68aba0b-f3e9-478c-8a01-a79254fb72d5')]",False,False,0,67C,5,0,0,cardinal_only
36,e799f71f-200d-401d-a410-54d104c7ec0a,37,4,"[UUID('e799f71f-200d-401d-a410-54d104c7ec0a'), UUID('d2a5860d-a00e-438c-8c99-877ae16bd5ef'), UUID('c7f8ab66-6c11-4468-99bd-96b37630e91a'), UUID('1d9440b9-211e-4738-acd1-a8fb26bfc07d')]",False,True,1,69A,2,1,1,full_block
37,d2a5860d-a00e-438c-8c99-877ae16bd5ef,37,4,"[UUID('e799f71f-200d-401d-a410-54d104c7ec0a'), UUID('d2a5860d-a00e-438c-8c99-877ae16bd5ef'), UUID('c7f8ab66-6c11-4468-99bd-96b37630e91a'), UUID('1d9440b9-211e-4738-acd1-a8fb26bfc07d')]",True,False,1,69B,5,0,0,cardinal_only
38,523d9329-eb86-48d8-8da1-e6e446a2eab7,37,4,"[UUID('e95b44ce-7135-439d-b1d0-e6c933663c15'), UUID('e9e97f81-2857-4dc7-9177-a264ff298144'), UUID('523d9329-eb86-48d8-8da1-e6e446a2eab7'), UUID('eeddf335-066f-4618-843c-818efbf49c04')]",True,False,1,59A,5,0,0,cardinal_only
39,f4b1d0b0-2438-458a-bc6b-812ed54990fc,36,4,"[UUID('f4b1d0b0-2438-458a-bc6b-812ed54990fc'), UUID('90bfec97-2548-446c-aec5-78b1556a94c1'), UUID('8d35f607-b593-464d-b1ed-bb7b9465479d'), UUID('72f4b7be-a186-4c46-ad14-d17a6a457c7b')]",False,False,0,66B,5,0,0,cardinal_only
40,e9e97f81-2857-4dc7-9177-a264ff298144,36,4,"[UUID('e95b44ce-7135-439d-b1d0-e6c933663c15'), UUID('e9e97f81-2857-4dc7-9177-a264ff298144'), UUID('523d9329-eb86-48d8-8da1-e6e446a2eab7'), UUID('eeddf335-066f-4618-843c-818efbf49c04')]",True,True,2,60C,2,1,1,full_block
41,2a73218b-c189-4c29-82f9-d33ef7e66cc6,34,4,"[UUID('2a73218b-c189-4c29-82f9-d33ef7e66cc6'), UUID('49b7e787-0162-4e3c-861b-ffb6a66f7146'), UUID('f63ec0b0-d221-46bf-90f5-a84c198059dc'), UUID('f1aaf499-8598-44f0-9713-e2ccc3f54dea')]",True,False,1,63A,5,0,0,cardinal_only
42,c7f8ab66-6c11-4468-99bd-96b37630e91a,34,4,"[UUID('e799f71f-200d-401d-a410-54d104c7ec0a'), UUID('d2a5860d-a00e-438c-8c99-877ae16bd5ef'), UUID('c7f8ab66-6c11-4468-99bd-96b37630e91a'), UUID('1d9440b9-211e-4738-acd1-a8fb26bfc07d')]",True,False,1,69C,5,0,0,cardinal_only
43,b0511a92-8e3f-4bc3-a421-252f8122d28a,33,4,"[UUID('ab06464e-edb7-4aad-bad7-db18ec24a13e'), UUID('451b1783-612a-4166-ab16-e52f7f12824a'), UUID('5f143751-d332-440b-97dd-9a2f20acac26'), UUID('b0511a92-8e3f-4bc3-a421-252f8122d28a')]",False,False,0,61A,5,0,0,cardinal_only
44,90bfec97-2548-446c-aec5-78b1556a94c1,33,4,"[UUID('f4b1d0b0-2438-458a-bc6b-812ed54990fc'), UUID('90bfec97-2548-446c-aec5-78b1556a94c1'), UUID('8d35f607-b593-464d-b1ed-bb7b9465479d'), UUID('72f4b7be-a186-4c46-ad14-d17a6a457c7b')]",False,False,0,66C,5,0,0,cardinal_only
45,b842d533-b20f-462f-87f8-205ea29d372f,33,4,"[UUID('b842d533-b20f-462f-87f8-205ea29d372f'), UUID('71a580f8-fff9-492d-bb03-59010d592c31'), UUID('0c3f4070-47ae-46ee-866e-17920944248d'), UUID('b68aba0b-f3e9-478c-8a01-a79254fb72d5')]",True,False,1,68C,5,0,0,cardinal_only
46,71a580f8-fff9-492d-bb03-59010d592c31,33,4,"[UUID('b842d533-b20f-462f-87f8-205ea29d372f'), UUID('71a580f8-fff9-492d-bb03-59010d592c31'), UUID('0c3f4070-47ae-46ee-866e-17920944248d'), UUID('b68aba0b-f3e9-478c-8a01-a79254fb72d5')]",True,False,1,67A,5,0,0,cardinal_only
47,e95b44ce-7135-439d-b1d0-e6c933663c15,33,4,"[UUID('e95b44ce-7135-439d-b1d0-e6c933663c15'), UUID('e9e97f81-2857-4dc7-9177-a264ff298144'), UUID('523d9329-eb86-48d8-8da1-e6e446a2eab7'), UUID('eeddf335-066f-4618-843c-818efbf49c04')]",True,False,1,59B,5,0,0,cardinal_only
48,eeddf335-066f-4618-843c-818efbf49c04,33,4,"[UUID('e95b44ce-7135-439d-b1d0-e6c933663c15'), UUID('e9e97f81-2857-4dc7-9177-a264ff298144'), UUID('523d9329-eb86-48d8-8da1-e6e446a2eab7'), UUID('eeddf335-066f-4618-843c-818efbf49c04')]",True,False,1,59C,5,0,0,cardinal_only
49,451b1783-612a-4166-ab16-e52f7f12824a,29,4,"[UUID('ab06464e-edb7-4aad-bad7-db18ec24a13e'), UUID('451b1783-612a-4166-ab16-e52f7f12824a'), UUID('5f143751-d332-440b-97dd-9a2f20acac26'), UUID('b0511a92-8e3f-4bc3-a421-252f8122d28a')]",True,False,1,62A,5,0,0,cardinal_only
50,5f143751-d332-440b-97dd-9a2f20acac26,28,4,"[UUID('ab06464e-edb7-4aad-bad7-db18ec24a13e'), UUID('451b1783-612a-4166-ab16-e52f7f12824a'), UUID('5f143751-d332-440b-97dd-9a2f20acac26'), UUID('b0511a92-8e3f-4bc3-a421-252f8122d28a')]",True,False,1,62B,5,0,0,cardinal_only
51,72f4b7be-a186-4c46-ad14-d17a6a457c7b,28,4,"[UUID('f4b1d0b0-2438-458a-bc6b-812ed54990fc'), UUID('90bfec97-2548-446c-aec5-78b1556a94c1'), UUID('8d35f607-b593-464d-b1ed-bb7b9465479d'), UUID('72f4b7be-a186-4c46-ad14-d17a6a457c7b')]",False,False,0,65A,5,0,0,cardinal_only
52,2b3b82be-b574-47c7-89ae-8ab5313787f3,20,4,"[UUID('528d512d-2af2-4dd3-9929-c24520311050'), UUID('b1b8f47e-1d53-41d0-aa15-447d3ffc4589'), UUID('2b3b82be-b574-47c7-89ae-8ab5313787f3'), UUID('8f03b0b5-b363-4e90-bdbe-d734a6e02922')]",False,False,0,71C,5,0,0,cardinal_only
53,52572e9f-61e5-474f-8485-92b22dcc5848,50,3,"[UUID('cde1a189-bd9f-4d7d-bd48-4d43e387cf36'), UUID('52572e9f-61e5-474f-8485-92b22dcc5848'), UUID('a2196fe9-e614-46da-b4a6-6393c2abdef0')]",False,True,1,57B,2,1,1,full_block
54,474ed7d2-402f-4a11-b746-7d9b4199dd54,49,3,"[UUID('4068d432-d437-43ba-93ad-f7b2fc45c63a'), UUID('474ed7d2-402f-4a11-b746-7d9b4199dd54'), UUID('d436404e-2e69-4148-a532-6cf504611d84')]",True,True,2,55A,2,1,1,full_block
55,6a4e4b8c-0b67-465f-9018-5a9f1e3e2e3f,46,3,"[UUID('6a4e4b8c-0b67-465f-9018-5a9f1e3e2e3f'), UUID('33a6ce74-7626-43c8-b011-c6a6d61dc605'), UUID('0d4a6569-7655-4d2b-b0b2-9f6fdb638f73')]",False,False,0,54C,5,0,0,cardinal_only
56,0d4a6569-7655-4d2b-b0b2-9f6fdb638f73,46,3,"[UUID('6a4e4b8c-0b67-465f-9018-5a9f1e3e2e3f'), UUID('33a6ce74-7626-43c8-b011-c6a6d61dc605'), UUID('0d4a6569-7655-4d2b-b0b2-9f6fdb638f73')]",False,False,0,53A,5,0,0,cardinal_only
57,4068d432-d437-43ba-93ad-f7b2fc45c63a,43,3,"[UUID('4068d432-d437-43ba-93ad-f7b2fc45c63a'), UUID('474ed7d2-402f-4a11-b746-7d9b4199dd54'), UUID('d436404e-2e69-4148-a532-6cf504611d84')]",True,False,1,55B,5,0,0,cardinal_only
58,a2196fe9-e614-46da-b4a6-6393c2abdef0,35,3,"[UUID('cde1a189-bd9f-4d7d-bd48-4d43e387cf36'), UUID('52572e9f-61e5-474f-8485-92b22dcc5848'), UUID('a2196fe9-e614-46da-b4a6-6393c2abdef0')]",True,False,1,57C,5,0,0,cardinal_only
59,90ea5b6d-7a93-4587-86ea-987ae1cf3a60,33,3,"[UUID('90ea5b6d-7a93-4587-86ea-987ae1cf3a60'), UUID('71b9dd55-0cc1-4a52-b4d8-485dd8d23dcc'), UUID('e12c3757-c476-44d8-b053-b60c20a9c28e')]",False,False,0,53C,5,0,0,cardinal_only
60,cde1a189-bd9f-4d7d-bd48-4d43e387cf36,32,3,"[UUID('cde1a189-bd9f-4d7d-bd48-4d43e387cf36'), UUID('52572e9f-61e5-474f-8485-92b22dcc5848'), UUID('a2196fe9-e614-46da-b4a6-6393c2abdef0')]",True,True,2,57A,2,1,1,full_block
61,e12c3757-c476-44d8-b053-b60c20a9c28e,30,3,"[UUID('90ea5b6d-7a93-4587-86ea-987ae1cf3a60'), UUID('71b9dd55-0cc1-4a52-b4d8-485dd8d23dcc'), UUID('e12c3757-c476-44d8-b053-b60c20a9c28e')]",False,False,0,52A,5,0,0,cardinal_only
62,71b9dd55-0cc1-4a52-b4d8-485dd8d23dcc,29,3,"[UUID('90ea5b6d-7a93-4587-86ea-987ae1cf3a60'), UUID('71b9dd55-0cc1-4a52-b4d8-485dd8d23dcc'), UUID('e12c3757-c476-44d8-b053-b60c20a9c28e')]",False,False,0,52B,5,0,0,cardinal_only
63,33a6ce74-7626-43c8-b011-c6a6d61dc605,27,3,"[UUID('6a4e4b8c-0b67-465f-9018-5a9f1e3e2e3f'), UUID('33a6ce74-7626-43c8-b011-c6a6d61dc605'), UUID('0d4a6569-7655-4d2b-b0b2-9f6fdb638f73')]",False,False,0,53B,5,0,0,cardinal_only
64,d436404e-2e69-4148-a532-6cf504611d84,19,3,"[UUID('4068d432-d437-43ba-93ad-f7b2fc45c63a'), UUID('474ed7d2-402f-4a11-b746-7d9b4199dd54'), UUID('d436404e-2e69-4148-a532-6cf504611d84')]",False,False,0,55C,5,0,0,cardinal_only
65,5a5bc23c-fbcc-4991-ac5b-35b9e0a9b8e8,51,2,"[UUID('5a5bc23c-fbcc-4991-ac5b-35b9e0a9b8e8'), UUID('147137e5-45e9-49b2-8120-59e5868163c5')]",True,True,2,50A,2,1,1,full_block
66,d4de1fb7-c014-4b84-ab9a-99d3cfd173e2,49,2,"[UUID('d4de1fb7-c014-4b84-ab9a-99d3cfd173e2'), UUID('f52e2035-822d-4f4e-8077-a7c9d72dda6e')]",False,False,0,50C,5,0,0,cardinal_only
67,b3891efd-4a54-494d-95a4-2538f6ec7e36,48,2,"[UUID('8cd773ed-369e-4508-ae99-0e4b17166ab0'), UUID('b3891efd-4a54-494d-95a4-2538f6ec7e36')]",True,True,2,48A,2,1,1,full_block
