,pID,age,group_size,group,has_travelled,has_preexisting_condition,number_of_flags,seat,offset_order,offset_x,offset_y,offset_method
14,6748a25d-404b-46fb-8847-1b1ee8bbcc69,50,5,"[UUID('693010a6-1f35-43e9-a4d1-f9fd0f4a63dd'), UUID('6748a25d-404b-46fb-8847-1b1ee8bbcc69'), UUID('28d85f36-3619-4b39-a702-1adab24a6d42'), UUID('c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2'), UUID('44dd4317-c757-4574-9090-1ccea8a3818c')]",False,True,1,76A,2,1,1,full_block
15,c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2,45,5,"[UUID('693010a6-1f35-43e9-a4d1-f9fd0f4a63dd'), UUID('6748a25d-404b-46fb-8847-1b1ee8bbcc69'), UUID('28d85f36-3619-4b39-a702-1adab24a6d42'), UUID('c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2'), UUID('44dd4317-c757-4574-9090-1ccea8a3818c')]",True,False,1,76B,5,0,0,cardinal_only
16,44dd4317-c757-4574-9090-1ccea8a3818c,33,5,"[UUID('693010a6-1f35-43e9-a4d1-f9fd0f4a63dd'), UUID('6748a25d-404b-46fb-8847-1b1ee8bbcc69'), UUID('28d85f36-3619-4b39-a702-1adab24a6d42'), UUID('c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2'), UUID('44dd4317-c757-4574-9090-1ccea8a3818c')]",True,True,2,77C,2,1,1,full_block
17,28d85f36-3619-4b39-a702-1adab24a6d42,31,5,"[UUID('693010a6-1f35-43e9-a4d1-f9fd0f4a63dd'), UUID('6748a25d-404b-46fb-8847-1b1ee8bbcc69'), UUID('28d85f36-3619-4b39-a702-1adab24a6d42'), UUID('c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2'), UUID('44dd4317-c757-4574-9090-1ccea8a3818c')]",True,False,1,76C,5,0,0,cardinal_only
18,693010a6-1f35-43e9-a4d1-f9fd0f4a63dd,22,5,"[UUID('693010a6-1f35-43e9-a4d1-f9fd0f4a63dd'), UUID('6748a25d-404b-46fb-8847-1b1ee8bbcc69'), UUID('28d85f36-3619-4b39-a702-1adab24a6d42'), UUID('c7508bdf-6d73-42cc-9ce0-4d4fb7bd59c2'), UUID('44dd4317-c757-4574-9090-1ccea8a3818c')]",True,False,1,75A,5,0,0,cardinal_only
19,bd655ff1-7f71-4c5f-bff4-b65229737bd8,49,4,"[UUID('bd655ff1-7f71-4c5f-bff4-b65229737bd8'), UUID('a8cc05b9-30a4-4d1e-9738-4c7ffdd6e7a8'), UUID('6d1043bf-d0d8-4c64-bdd6-0281aeb40d44'), UUID('026b32fb-de9d-4395-a8f9-556769927ae5')]",True,False,1,75C,5,0,0,cardinal_only
20,beb365cc-99bd-41da-98ae-458655673b34,44,4,"[UUID('6fd2f048-a3f0-4b75-a61e-fd808dd7925f'), UUID('246079e2-c072-4923-b5b0-6c0dd98bd734'), UUID('beb365cc-99bd-41da-98ae-458655673b34'), UUID('1e379e92-0460-460c-b826-0c72b882e7f8')]",False,False,0,73B,5,0,0,cardinal_only
21,fde830e8-409b-42e3-a851-8b098ea52334,41,4,"[UUID('5fdaebeb-319c-4030-9c4a-335d98a20728'), UUID('8d672551-840f-4428-bc28-3893cc47da96'), UUID('fde830e8-409b-42e3-a851-8b098ea52334'), UUID('641fa2cb-0ce7-4023-84c2-277971f9bc68')]",False,False,0,72B,5,0,0,cardinal_only
22,1e379e92-0460-460c-b826-0c72b882e7f8,40,4,"[UUID('6fd2f048-a3f0-4b75-a61e-fd808dd7925f'), UUID('246079e2-c072-4923-b5b0-6c0dd98bd734'), UUID('beb365cc-99bd-41da-98ae-458655673b34'), UUID('1e379e92-0460-460c-b826-0c72b882e7f8')]",False,False,0,73C,5,0,0,cardinal_only
23,6fd2f048-a3f0-4b75-a61e-fd808dd7925f,37,4,"[UUID('6fd2f048-a3f0-4b75-a61e-fd808dd7925f'), UUID('246079e2-c072-4923-b5b0-6c0dd98bd734'), UUID('beb365cc-99bd-41da-98ae-458655673b34'), UUID('1e379e92-0460-460c-b826-0c72b882e7f8')]",False,False,0,72A,5,0,0,cardinal_only
24,5fdaebeb-319c-4030-9c4a-335d98a20728,37,4,"[UUID('5fdaebeb-319c-4030-9c4a-335d98a20728'), UUID('8d672551-840f-4428-bc28-3893cc47da96'), UUID('fde830e8-409b-42e3-a851-8b098ea52334'), UUID('641fa2cb-0ce7-4023-84c2-277971f9bc68')]",False,False,0,72C,5,0,0,cardinal_only
25,246079e2-c072-4923-b5b0-6c0dd98bd734,36,4,"[UUID('6fd2f048-a3f0-4b75-a61e-fd808dd7925f'), UUID('246079e2-c072-4923-b5b0-6c0dd98bd734'), UUID('beb365cc-99bd-41da-98ae-458655673b34'), UUID('1e379e92-0460-460c-b826-0c72b882e7f8')]",True,False,1,73A,5,0,0,cardinal_only
26,a8cc05b9-30a4-4d1e-9738-4c7ffdd6e7a8,35,4,"[UUID('bd655ff1-7f71-4c5f-bff4-b65229737bd8'), UUID('a8cc05b9-30a4-4d1e-9738-4c7ffdd6e7a8'), UUID('6d1043bf-d0d8-4c64-bdd6-0281aeb40d44'), UUID('026b32fb-de9d-4395-a8f9-556769927ae5')]",True,False,1,74A,5,0,0,cardinal_only
27,8d672551-840f-4428-bc28-3893cc47da96,33,4,"[UUID('5fdaebeb-319c-4030-9c4a-335d98a20728'), UUID('8d672551-840f-4428-bc28-3893cc47da96'), UUID('fde830e8-409b-42e3-a851-8b098ea52334'), UUID('641fa2cb-0ce7-4023-84c2-277971f9bc68')]",False,False,0,71A,5,0,0,cardinal_only
28,ee9c2b83-cb31-46be-b444-ac98eb580ec0,32,4,"[UUID('b85b678a-5c91-42a3-a590-86f4b8c972a2'), UUID('ee9c2b83-cb31-46be-b444-ac98eb580ec0'), UUID('33da0810-2ca7-4c42-9331-04219884fca7'), UUID('f96a1301-f306-4d97-bfac-4a3cae7d21c2')]",False,False,0,68A,5,0,0,cardinal_only
29,33da0810-2ca7-4c42-9331-04219884fca7,32,4,"[UUID('b85b678a-5c91-42a3-a590-86f4b8c972a2'), UUID('ee9c2b83-cb31-46be-b444-ac98eb580ec0'), UUID('33da0810-2ca7-4c42-9331-04219884fca7'), UUID('f96a1301-f306-4d97-bfac-4a3cae7d21c2')]",False,True,1,69A,2,1,1,full_block
30,641fa2cb-0ce7-4023-84c2-277971f9bc68,31,4,"[UUID('5fdaebeb-319c-4030-9c4a-335d98a20728'), UUID('8d672551-840f-4428-bc28-3893cc47da96'), UUID('fde830e8-409b-42e3-a851-8b098ea52334'), UUID('641fa2cb-0ce7-4023-84c2-277971f9bc68')]",False,False,0,71B,5,0,0,cardinal_only
31,6d1043bf-d0d8-4c64-bdd6-0281aeb40d44,28,4,"[UUID('bd655ff1-7f71-4c5f-bff4-b65229737bd8'), UUID('a8cc05b9-30a4-4d1e-9738-4c7ffdd6e7a8'), UUID('6d1043bf-d0d8-4c64-bdd6-0281aeb40d44'), UUID('026b32fb-de9d-4395-a8f9-556769927ae5')]",True,False,1,74B,5,0,0,cardinal_only
32,b85b678a-5c91-42a3-a590-86f4b8c972a2,27,4,"[UUID('b85b678a-5c91-42a3-a590-86f4b8c972a2'), UUID('ee9c2b83-cb31-46be-b444-ac98eb580ec0'), UUID('33da0810-2ca7-4c42-9331-04219884fca7'), UUID('f96a1301-f306-4d97-bfac-4a3cae7d21c2')]",True,False,1,69B,5,0,0,cardinal_only
33,026b32fb-de9d-4395-a8f9-556769927ae5,22,4,"[UUID('bd655ff1-7f71-4c5f-bff4-b65229737bd8'), UUID('a8cc05b9-30a4-4d1e-9738-4c7ffdd6e7a8'), UUID('6d1043bf-d0d8-4c64-bdd6-0281aeb40d44'), UUID('026b32fb-de9d-4395-a8f9-556769927ae5')]",False,False,0,74C,5,0,0,cardinal_only
34,f96a1301-f306-4d97-bfac-4a3cae7d21c2,19,4,"[UUID('b85b678a-5c91-42a3-a590-86f4b8c972a2'), UUID('ee9c2b83-cb31-46be-b444-ac98eb580ec0'), UUID('33da0810-2ca7-4c42-9331-04219884fca7'), UUID('f96a1301-f306-4d97-bfac-4a3cae7d21c2')]",True,False,1,69C,5,0,0,cardinal_only
35,ab63ee8e-fe06-4a29-a5a2-f2eff59b5a3d,45,3,"[UUID('99df8d3f-92f1-4af2-8a62-4dd1ba41fd94'), UUID('ab63ee8e-fe06-4a29-a5a2-f2eff59b5a3d'), UUID('b7045c18-33b5-4188-a3e0-d5f67a55cd37')]",True,True,2,67C,2,1,1,full_block
36,ed85aca7-b332-4afe-8a77-4e27a2086dc3,36,3,"[UUID('ed85aca7-b332-4afe-8a77-4e27a2086dc3'), UUID('a647f8fd-4cb4-480a-93da-cafbd7d486b2'), UUID('235017dd-531b-4487-9274-9d1a5f2d949b')]",False,False,0,65B,5,0,0,cardinal_only
37,99df8d3f-92f1-4af2-8a62-4dd1ba41fd94,35,3,"[UUID('99df8d3f-92f1-4af2-8a62-4dd1ba41fd94'), UUID('ab63ee8e-fe06-4a29-a5a2-f2eff59b5a3d'), UUID('b7045c18-33b5-4188-a3e0-d5f67a55cd37')]",False,False,0,66B,5,0,0,cardinal_only
38,4308e72d-daa8-4828-bb79-1d7d39c019fd,33,3,"[UUID('0afa9f18-5fae-4e0e-af7a-8cc653bd2c67'), UUID('3b61420c-f5da-40f9-a6b9-21cdb366efc3'), UUID('4308e72d-daa8-4828-bb79-1d7d39c019fd')]",False,False,0,63B,5,0,0,cardinal_only
39,235017dd-531b-4487-9274-9d1a5f2d949b,31,3,"[UUID('ed85aca7-b332-4afe-8a77-4e27a2086dc3'), UUID('a647f8fd-4cb4-480a-93da-cafbd7d486b2'), UUID('235017dd-531b-4487-9274-9d1a5f2d949b')]",False,False,0,65C,5,0,0,cardinal_only
40,0afa9f18-5fae-4e0e-af7a-8cc653bd2c67,29,3,"[UUID('0afa9f18-5fae-4e0e-af7a-8cc653bd2c67'), UUID('3b61420c-f5da-40f9-a6b9-21cdb366efc3'), UUID('4308e72d-daa8-4828-bb79-1d7d39c019fd')]",True,False,1,64A,5,0,0,cardinal_only
41,3b61420c-f5da-40f9-a6b9-21cdb366efc3,27,3,"[UUID('0afa9f18-5fae-4e0e-af7a-8cc653bd2c67'), UUID('3b61420c-f5da-40f9-a6b9-21cdb366efc3'), UUID('4308e72d-daa8-4828-bb79-1d7d39c019fd')]",False,True,1,63A,2,1,1,full_block
42,a647f8fd-4cb4-480a-93da-cafbd7d486b2,24,3,"[UUID('ed85aca7-b332-4afe-8a77-4e27a2086dc3'), UUID('a647f8fd-4cb4-480a-93da-cafbd7d486b2'), UUID('235017dd-531b-4487-9274-9d1a5f2d949b')]",True,False,1,65A,5,0,0,cardinal_only
43,b7045c18-33b5-4188-a3e0-d5f67a55cd37,24,3,"[UUID('99df8d3f-92f1-4af2-8a62-4dd1ba41fd94'), UUID('ab63ee8e-fe06-4a29-a5a2-f2eff59b5a3d'), UUID('b7045c18-33b5-4188-a3e0-d5f67a55cd37')]",True,False,1,66A,5,0,0,cardinal_only
44,f9940627-b335-4465-8dfb-1fe8032b6ce3,58,2,"[UUID('f9940627-b335-4465-8dfb-1fe8032b6ce3'), UUID('876583e2-ae6d-4377-9a08-cc17c506ab62')]",False,True,1,61B,2,1,1,full_block
45,bc142dbd-7696-4355-b09d-7ba15f813d14,57,2,"[UUID('bc142dbd-7696-4355-b09d-7ba15f813d14'), UUID('1820399f-8857-4f24-8837-ea101eba9d80')]",False,True,1,59A,2,1,1,full_block
46,1cdff557-60e9-4a6b-baa7-c79a2f487c6d,56,2,"[UUID('1cdff557-60e9-4a6b-baa7-c79a2f487c6d'), UUID('2b4ea9a3-4449-430a-ab96-6f46e42866b3')]",False,True,1,57A,2,1,1,full_block
47,f17015b7-4350-4588-801e-c71e31b70b34,53,2,"[UUID('55b11022-73ad-4068-9b55-579cec5e2a0e'), UUID('f17015b7-4350-4588-801e-c71e31b70b34')]",False,False,0,56C,5,0,0,cardinal_only
48,2106d689-20d4-40c1-86af-3c742f51792e,52,2,"[UUID('2106d689-20d4-40c1-86af-3c742f51792e'), UUID('1b69ca8b-429a-446e-81e8-e7682e531e80')]",False,False,0,55B,5,0,0,cardinal_only
49,822c6436-e07c-4f09-8b91-77dcc3f6a72a,44,2,"[UUID('ebd8dbaa-9f39-42e2-9e1f-a8b29393cbd7'), UUID('822c6436-e07c-4f09-8b91-77dcc3f6a72a')]",True,False,1,55C,5,0,0,cardinal_only
50,876583e2-ae6d-4377-9a08-cc17c506ab62,43,2,"[UUID('f9940627-b335-4465-8dfb-1fe8032b6ce3'), UUID('876583e2-ae6d-4377-9a08-cc17c506ab62')]",True,True,2,61A,2,1,1,full_block
51,344ae263-c090-41f5-bd50-372d88fd2327,43,2,"[UUID('344ae263-c090-41f5-bd50-372d88fd2327'), UUID('d2417ae3-a546-40cb-97db-ee5bf3d3da19')]",False,True,1,53C,2,1,1,full_block
52,107c2f07-3be1-46b5-8631-761efc149121,43,2,"[UUID('193e249b-b3a7-46f6-b599-9224ea17de8c'), UUID('107c2f07-3be1-46b5-8631-761efc149121')]",True,True,2,51C,2,1,1,full_block
53,d1f326b0-6b50-4bdb-8f1a-d99bf6fa4a3b,43,2,"[UUID('e6d59e91-8db6-48dc-bf37-c4879f88a320'), UUID('d1f326b0-6b50-4bdb-8f1a-d99bf6fa4a3b')]",False,False,0,49A,5,0,0,cardinal_only
54,8ce8ba0c-908f-4e12-a1c0-955474575d66,42,2,"[UUID('6c09cf57-86af-4198-8ce7-08848ec97ad1'), UUID('8ce8ba0c-908f-4e12-a1c0-955474575d66')]",True,False,1,49C,5,0,0,cardinal_only
55,3717bba2-2e79-41c5-90cf-4f2edd01c300,40,2,"[UUID('3717bba2-2e79-41c5-90cf-4f2edd01c300'), UUID('e346d307-4aad-4b55-97c4-12cbf01aff49')]",True,False,1,48B,5,0,0,cardinal_only
56,cb07cbde-71b7-46b9-8694-e068f75f4439,40,2,"[UUID('a896ef1a-6185-4308-a2b0-23b746a3c0f7'), UUID('cb07cbde-71b7-46b9-8694-e068f75f4439')]",True,False,1,46A,5,0,0,cardinal_only
57,1521e3dd-9432-4a49-a611-1fd3713daa84,39,2,"[UUID('1521e3dd-9432-4a49-a611-1fd3713daa84'), UUID('2ab4819f-a414-4fd1-a4ee-2a730a1fbdbd')]",True,False,1,44A,5,0,0,cardinal_only
58,49e105d7-c1e1-412d-9238-634afb702b26,39,2,"[UUID('73e0fd0d-c8b0-47b7-822a-09f8701acc4c'), UUID('49e105d7-c1e1-412d-9238-634afb702b26')]",False,True,1,43C,2,1,1,full_block
59,17155d8d-242c-43b4-a0f4-0327a73c3057,38,2,"[UUID('055e6b39-ff2c-46c7-8189-0e2ace9285fa'), UUID('17155d8d-242c-43b4-a0f4-0327a73c3057')]",False,False,0,83E,5,0,0,cardinal_only
60,76cfbc1d-1338-484f-b701-18b19fa0e509,38,2,"[UUID('76cfbc1d-1338-484f-b701-18b19fa0e509'), UUID('39290ebd-737e-46bf-aea0-0edf61d76c01')]",False,False,0,82D,5,0,0,cardinal_only
61,e346d307-4aad-4b55-97c4-12cbf01aff49,37,2,"[UUID('3717bba2-2e79-41c5-90cf-4f2edd01c300'), UUID('e346d307-4aad-4b55-97c4-12cbf01aff49')]",False,True,1,47C,2,1,1,full_block
62,0cf15923-4637-4a9a-8bc7-e80bd31b1189,37,2,"[UUID('c3e2af65-a307-4c28-a53e-1d61fab16e7a'), UUID('0cf15923-4637-4a9a-8bc7-e80bd31b1189')]",False,False,0,82E,5,0,0,cardinal_only
63,a5e5b5dc-0c4a-4b56-8610-1fcd9bf46e26,36,2,"[UUID('ca6c50cd-24a1-43d8-bcec-e13f20470d12'), UUID('a5e5b5dc-0c4a-4b56-8610-1fcd9bf46e26')]",False,False,0,81D,5,0,0,cardinal_only
64,d2417ae3-a546-40cb-97db-ee5bf3d3da19,35,2,"[UUID('344ae263-c090-41f5-bd50-372d88fd2327'), UUID('d2417ae3-a546-40cb-97db-ee5bf3d3da19')]",False,False,0,52A,5,0,0,cardinal_only
65,6c09cf57-86af-4198-8ce7-08848ec97ad1,35,2,"[UUID('6c09cf57-86af-4198-8ce7-08848ec97ad1'), UUID('8ce8ba0c-908f-4e12-a1c0-955474575d66')]",True,False,1,48A,5,0,0,cardinal_only
66,e9cfb7f3-97c3-427c-a98b-73eda801468e,35,2,"[UUID('e9cfb7f3-97c3-427c-a98b-73eda801468e'), UUID('ebb3cd56-e967-4ae8-95f7-ac4a30da7c45')]",False,True,1,80F,2,1,1,full_block
67,ebd8dbaa-9f39-42e2-9e1f-a8b29393cbd7,34,2,"[UUID('ebd8dbaa-9f39-42e2-9e1f-a8b29393cbd7'), UUID('822c6436-e07c-4f09-8b91-77dcc3f6a72a')]",True,False,1,54A,5,0,0,cardinal_only
68,e6d59e91-8db6-48dc-bf37-c4879f88a320,34,2,"[UUID('e6d59e91-8db6-48dc-bf37-c4879f88a320'), UUID('d1f326b0-6b50-4bdb-8f1a-d99bf6fa4a3b')]",False,False,0,49B,5,0,0,cardinal_only
69,499d34dc-d068-448f-8ad0-eff0e61fb38f,33,2,"[UUID('499d34dc-d068-448f-8ad0-eff0e61fb38f'), UUID('740205e6-75cd-466e-b5f9-04e61a2b2342')]",False,False,0,78D,5,0,0,cardinal_only
70,740205e6-75cd-466e-b5f9-04e61a2b2342,33,2,"[UUID('499d34dc-d068-448f-8ad0-eff0e61fb38f'), UUID('740205e6-75cd-466e-b5f9-04e61a2b2342')]",True,False,1,79D,5,0,0,cardinal_only
71,c3e2af65-a307-4c28-a53e-1d61fab16e7a,32,2,"[UUID('c3e2af65-a307-4c28-a53e-1d61fab16e7a'), UUID('0cf15923-4637-4a9a-8bc7-e80bd31b1189')]",False,False,0,82F,5,0,0,cardinal_only
72,dbc879bd-ec70-4b6b-a72d-ed30e4573e1e,32,2,"[UUID('a3b542cb-5bda-4803-af1c-88cbe0b2d15e'), UUID('dbc879bd-ec70-4b6b-a72d-ed30e4573e1e')]",True,False,1,78E,5,0,0,cardinal_only
73,055e6b39-ff2c-46c7-8189-0e2ace9285fa,31,2,"[UUID('055e6b39-ff2c-46c7-8189-0e2ace9285fa'), UUID('17155d8d-242c-43b4-a0f4-0327a73c3057')]",False,False,0,83F,5,0,0,cardinal_only
74,1820399f-8857-4f24-8837-ea101eba9d80,31,2,"[UUID('bc142dbd-7696-4355-b09d-7ba15f813d14'), UUID('1820399f-8857-4f24-8837-ea101eba9d80')]",False,False,0,59B,5,0,0,cardinal_only
75,73e0fd0d-c8b0-47b7-822a-09f8701acc4c,30,2,"[UUID('73e0fd0d-c8b0-47b7-822a-09f8701acc4c'), UUID('49e105d7-c1e1-412d-9238-634afb702b26')]",False,False,0,83D,5,0,0,cardinal_only
76,2ab4819f-a414-4fd1-a4ee-2a730a1fbdbd,29,2,"[UUID('1521e3dd-9432-4a49-a611-1fd3713daa84'), UUID('2ab4819f-a414-4fd1-a4ee-2a730a1fbdbd')]",True,True,2,45C,2,1,1,full_block
77,a896ef1a-6185-4308-a2b0-23b746a3c0f7,29,2,"[UUID('a896ef1a-6185-4308-a2b0-23b746a3c0f7'), UUID('cb07cbde-71b7-46b9-8694-e068f75f4439')]",True,False,1,45A,5,0,0,cardinal_only
78,4563e1b3-7d5e-44b0-9d74-f9c9cafe133a,29,2,"[UUID('4563e1b3-7d5e-44b0-9d74-f9c9cafe133a'), UUID('d0c6fc20-2905-4ddd-b837-5678f24badf2')]",True,False,1,78G,5,0,0,cardinal_only
79,ca6c50cd-24a1-43d8-bcec-e13f20470d12,29,2,"[UUID('ca6c50cd-24a1-43d8-bcec-e13f20470d12'), UUID('a5e5b5dc-0c4a-4b56-8610-1fcd9bf46e26')]",True,False,1,82G,5,0,0,cardinal_only
